Year,Value,Units,Series,GeoCode
2014,10.3,Hektar pro Tag,Berechnete jährliche Werte,
2015,9.5,Hektar pro Tag,Berechnete jährliche Werte,
2016,0.8,Hektar pro Tag,Berechnete jährliche Werte,
2017,6.5,Hektar pro Tag,Berechnete jährliche Werte,
2018,7.1,Hektar pro Tag,Berechnete jährliche Werte,
2019,5.8,Hektar pro Tag,Berechnete jährliche Werte,
2020,6.8,Hektar pro Tag,Berechnete jährliche Werte,
1996,15.8,Hektar pro Tag,Berechnete jährliche Werte,
1997,16.5,Hektar pro Tag,Berechnete jährliche Werte,
1998,16.5,Hektar pro Tag,Berechnete jährliche Werte,
1999,16.5,Hektar pro Tag,Berechnete jährliche Werte,
2000,16.5,Hektar pro Tag,Berechnete jährliche Werte,
2001,16.3,Hektar pro Tag,Berechnete jährliche Werte,
2002,16.0,Hektar pro Tag,Berechnete jährliche Werte,
2003,8.9,Hektar pro Tag,Berechnete jährliche Werte,
2004,19.7,Hektar pro Tag,Berechnete jährliche Werte,
2005,13.3,Hektar pro Tag,Berechnete jährliche Werte,
2006,14.4,Hektar pro Tag,Berechnete jährliche Werte,
2007,14.1,Hektar pro Tag,Berechnete jährliche Werte,
2008,15.0,Hektar pro Tag,Berechnete jährliche Werte,
2009,9.2,Hektar pro Tag,Berechnete jährliche Werte,
2010,11.5,Hektar pro Tag,Berechnete jährliche Werte,
2011,10.0,Hektar pro Tag,Berechnete jährliche Werte,
2012,10.4,Hektar pro Tag,Berechnete jährliche Werte,
2013,9.3,Hektar pro Tag,Berechnete jährliche Werte,
2014,9.0,Hektar pro Tag,Berechnete jährliche Werte,
2015,9.3,Hektar pro Tag,Berechnete jährliche Werte,
2016,,Hektar pro Tag,Berechnete jährliche Werte,
2017,6.3,Hektar pro Tag,Berechnete jährliche Werte,
2018,5.2,Hektar pro Tag,Berechnete jährliche Werte,
2019,8.1,Hektar pro Tag,Berechnete jährliche Werte,
2020,5.7,Hektar pro Tag,Berechnete jährliche Werte,
1996,5.0,Hektar pro Tag,Berechnete jährliche Werte,
1997,5.4,Hektar pro Tag,Berechnete jährliche Werte,
1998,5.4,Hektar pro Tag,Berechnete jährliche Werte,
1999,5.4,Hektar pro Tag,Berechnete jährliche Werte,
2000,5.4,Hektar pro Tag,Berechnete jährliche Werte,
2001,5.4,Hektar pro Tag,Berechnete jährliche Werte,
2002,5.0,Hektar pro Tag,Berechnete jährliche Werte,
2003,4.4,Hektar pro Tag,Berechnete jährliche Werte,
2004,8.3,Hektar pro Tag,Berechnete jährliche Werte,
2005,8.1,Hektar pro Tag,Berechnete jährliche Werte,
2006,5.4,Hektar pro Tag,Berechnete jährliche Werte,
2007,4.7,Hektar pro Tag,Berechnete jährliche Werte,
2008,3.2,Hektar pro Tag,Berechnete jährliche Werte,
2009,0.6,Hektar pro Tag,Berechnete jährliche Werte,
2010,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2011,1.0,Hektar pro Tag,Berechnete jährliche Werte,
2012,1.5,Hektar pro Tag,Berechnete jährliche Werte,
2013,1.4,Hektar pro Tag,Berechnete jährliche Werte,
2014,0.6,Hektar pro Tag,Berechnete jährliche Werte,
2015,-1.0,Hektar pro Tag,Berechnete jährliche Werte,
2016,2.2,Hektar pro Tag,Berechnete jährliche Werte,
2017,-0.4,Hektar pro Tag,Berechnete jährliche Werte,
2018,1.5,Hektar pro Tag,Berechnete jährliche Werte,
2019,2.4,Hektar pro Tag,Berechnete jährliche Werte,
2020,4.8,Hektar pro Tag,Berechnete jährliche Werte,
1996,0.6,Hektar pro Tag,Berechnete jährliche Werte,
1997,0.7,Hektar pro Tag,Berechnete jährliche Werte,
1998,0.7,Hektar pro Tag,Berechnete jährliche Werte,
1999,0.7,Hektar pro Tag,Berechnete jährliche Werte,
2000,0.7,Hektar pro Tag,Berechnete jährliche Werte,
2001,0.8,Hektar pro Tag,Berechnete jährliche Werte,
2002,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2003,0.4,Hektar pro Tag,Berechnete jährliche Werte,
2004,1.3,Hektar pro Tag,Berechnete jährliche Werte,
2005,0.6,Hektar pro Tag,Berechnete jährliche Werte,
2006,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2007,0.6,Hektar pro Tag,Berechnete jährliche Werte,
2008,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2009,0.8,Hektar pro Tag,Berechnete jährliche Werte,
2010,1.0,Hektar pro Tag,Berechnete jährliche Werte,
2011,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2012,0.3,Hektar pro Tag,Berechnete jährliche Werte,
2013,0.3,Hektar pro Tag,Berechnete jährliche Werte,
2014,0.4,Hektar pro Tag,Berechnete jährliche Werte,
2015,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2016,3.0,Hektar pro Tag,Berechnete jährliche Werte,
2017,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2018,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2019,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2020,0.2,Hektar pro Tag,Berechnete jährliche Werte,
1996,8.8,Hektar pro Tag,Berechnete jährliche Werte,
1997,8.2,Hektar pro Tag,Berechnete jährliche Werte,
1998,8.2,Hektar pro Tag,Berechnete jährliche Werte,
1999,8.2,Hektar pro Tag,Berechnete jährliche Werte,
2000,8.2,Hektar pro Tag,Berechnete jährliche Werte,
2001,8.1,Hektar pro Tag,Berechnete jährliche Werte,
2002,5.8,Hektar pro Tag,Berechnete jährliche Werte,
2003,4.0,Hektar pro Tag,Berechnete jährliche Werte,
2004,2.8,Hektar pro Tag,Berechnete jährliche Werte,
2005,3.0,Hektar pro Tag,Berechnete jährliche Werte,
2006,4.5,Hektar pro Tag,Berechnete jährliche Werte,
2007,11.2,Hektar pro Tag,Berechnete jährliche Werte,
2008,6.9,Hektar pro Tag,Berechnete jährliche Werte,
2009,10.1,Hektar pro Tag,Berechnete jährliche Werte,
2010,6.9,Hektar pro Tag,Berechnete jährliche Werte,
2011,6.0,Hektar pro Tag,Berechnete jährliche Werte,
2012,5.7,Hektar pro Tag,Berechnete jährliche Werte,
2013,2.9,Hektar pro Tag,Berechnete jährliche Werte,
2014,,Hektar pro Tag,Berechnete jährliche Werte,
2015,,Hektar pro Tag,Berechnete jährliche Werte,
2016,3.1,Hektar pro Tag,Berechnete jährliche Werte,
2017,5.0,Hektar pro Tag,Berechnete jährliche Werte,
2018,4.5,Hektar pro Tag,Berechnete jährliche Werte,
2019,5.1,Hektar pro Tag,Berechnete jährliche Werte,
2020,6.1,Hektar pro Tag,Berechnete jährliche Werte,
1996,9.2,Hektar pro Tag,Berechnete jährliche Werte,
1997,9.9,Hektar pro Tag,Berechnete jährliche Werte,
1998,9.9,Hektar pro Tag,Berechnete jährliche Werte,
1999,9.9,Hektar pro Tag,Berechnete jährliche Werte,
2000,9.9,Hektar pro Tag,Berechnete jährliche Werte,
2001,11.2,Hektar pro Tag,Berechnete jährliche Werte,
2002,4.4,Hektar pro Tag,Berechnete jährliche Werte,
2003,8.8,Hektar pro Tag,Berechnete jährliche Werte,
2004,26.7,Hektar pro Tag,Berechnete jährliche Werte,
2005,25.0,Hektar pro Tag,Berechnete jährliche Werte,
2006,11.7,Hektar pro Tag,Berechnete jährliche Werte,
2007,0.8,Hektar pro Tag,Berechnete jährliche Werte,
2008,2.5,Hektar pro Tag,Berechnete jährliche Werte,
2009,0.4,Hektar pro Tag,Berechnete jährliche Werte,
2010,-1.6,Hektar pro Tag,Berechnete jährliche Werte,
2011,-0.6,Hektar pro Tag,Berechnete jährliche Werte,
2012,-0.4,Hektar pro Tag,Berechnete jährliche Werte,
2013,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2014,1.8,Hektar pro Tag,Berechnete jährliche Werte,
2015,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2016,1.7,Hektar pro Tag,Berechnete jährliche Werte,
2017,0.6,Hektar pro Tag,Berechnete jährliche Werte,
2018,-0.1,Hektar pro Tag,Berechnete jährliche Werte,
2019,1.7,Hektar pro Tag,Berechnete jährliche Werte,
2020,0.6,Hektar pro Tag,Berechnete jährliche Werte,
1996,3.3,Hektar pro Tag,Berechnete jährliche Werte,
1997,4.1,Hektar pro Tag,Berechnete jährliche Werte,
1998,4.1,Hektar pro Tag,Berechnete jährliche Werte,
1999,4.1,Hektar pro Tag,Berechnete jährliche Werte,
2000,4.1,Hektar pro Tag,Berechnete jährliche Werte,
2001,,Hektar pro Tag,Berechnete jährliche Werte,
2002,,Hektar pro Tag,Berechnete jährliche Werte,
2003,,Hektar pro Tag,Berechnete jährliche Werte,
2004,,Hektar pro Tag,Berechnete jährliche Werte,
2005,4.5,Hektar pro Tag,Berechnete jährliche Werte,
2006,6.5,Hektar pro Tag,Berechnete jährliche Werte,
2007,7.4,Hektar pro Tag,Berechnete jährliche Werte,
2008,3.1,Hektar pro Tag,Berechnete jährliche Werte,
2009,3.3,Hektar pro Tag,Berechnete jährliche Werte,
2010,3.0,Hektar pro Tag,Berechnete jährliche Werte,
2011,4.8,Hektar pro Tag,Berechnete jährliche Werte,
2012,2.3,Hektar pro Tag,Berechnete jährliche Werte,
2013,2.7,Hektar pro Tag,Berechnete jährliche Werte,
2014,2.9,Hektar pro Tag,Berechnete jährliche Werte,
2015,2.8,Hektar pro Tag,Berechnete jährliche Werte,
2016,0.9,Hektar pro Tag,Berechnete jährliche Werte,
2017,3.4,Hektar pro Tag,Berechnete jährliche Werte,
2018,3.2,Hektar pro Tag,Berechnete jährliche Werte,
2019,1.8,Hektar pro Tag,Berechnete jährliche Werte,
2020,5.8,Hektar pro Tag,Berechnete jährliche Werte,
1996,6.1,Hektar pro Tag,Berechnete jährliche Werte,
1997,3.6,Hektar pro Tag,Berechnete jährliche Werte,
1998,3.6,Hektar pro Tag,Berechnete jährliche Werte,
1999,3.6,Hektar pro Tag,Berechnete jährliche Werte,
2000,3.6,Hektar pro Tag,Berechnete jährliche Werte,
2001,2.4,Hektar pro Tag,Berechnete jährliche Werte,
2002,3.8,Hektar pro Tag,Berechnete jährliche Werte,
2003,1.5,Hektar pro Tag,Berechnete jährliche Werte,
2004,1.0,Hektar pro Tag,Berechnete jährliche Werte,
2005,1.6,Hektar pro Tag,Berechnete jährliche Werte,
2006,1.6,Hektar pro Tag,Berechnete jährliche Werte,
2007,2.0,Hektar pro Tag,Berechnete jährliche Werte,
2008,2.5,Hektar pro Tag,Berechnete jährliche Werte,
2009,2.7,Hektar pro Tag,Berechnete jährliche Werte,
2010,3.7,Hektar pro Tag,Berechnete jährliche Werte,
2011,5.1,Hektar pro Tag,Berechnete jährliche Werte,
2012,5.4,Hektar pro Tag,Berechnete jährliche Werte,
2013,2.6,Hektar pro Tag,Berechnete jährliche Werte,
2014,8.3,Hektar pro Tag,Berechnete jährliche Werte,
2015,2.5,Hektar pro Tag,Berechnete jährliche Werte,
2016,8.7,Hektar pro Tag,Berechnete jährliche Werte,
2017,,Hektar pro Tag,Berechnete jährliche Werte,
2018,,Hektar pro Tag,Berechnete jährliche Werte,
2019,1.9,Hektar pro Tag,Berechnete jährliche Werte,
2020,0.8,Hektar pro Tag,Berechnete jährliche Werte,
