Year,Value,Units,GeoCode
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.375,1.000 EUR,
2001,15.464,1.000 EUR,
2002,15.847,1.000 EUR,
2003,16.075,1.000 EUR,
2004,16.294,1.000 EUR,
2005,16.379,1.000 EUR,
2006,17.333,1.000 EUR,
2007,17.649,1.000 EUR,
2008,18.27,1.000 EUR,
2009,18.137,1.000 EUR,
2010,18.736,1.000 EUR,
2011,20.409,1.000 EUR,
2012,21.032,1.000 EUR,
2013,21.705,1.000 EUR,
2014,23.273,1.000 EUR,
2015,26.046,1.000 EUR,
2016,26.379,1.000 EUR,
2017,30.134,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.747,1.000 EUR,
2001,18.529,1.000 EUR,
2002,18.668,1.000 EUR,
2003,18.636,1.000 EUR,
2004,19.071,1.000 EUR,
2005,19.393,1.000 EUR,
2006,20.284,1.000 EUR,
2007,20.723,1.000 EUR,
2008,22.292,1.000 EUR,
2009,23.326,1.000 EUR,
2010,25.286,1.000 EUR,
2011,27.0,1.000 EUR,
2012,27.726,1.000 EUR,
2013,28.803,1.000 EUR,
2014,29.698,1.000 EUR,
2015,31.826,1.000 EUR,
2016,33.779,1.000 EUR,
2017,35.01,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.862,1.000 EUR,
2001,22.49,1.000 EUR,
2002,23.988,1.000 EUR,
2003,22.064,1.000 EUR,
2004,23.927,1.000 EUR,
2005,23.85,1.000 EUR,
2006,25.884,1.000 EUR,
2007,26.798,1.000 EUR,
2008,25.641,1.000 EUR,
2009,24.831,1.000 EUR,
2010,26.148,1.000 EUR,
2011,27.74,1.000 EUR,
2012,27.287,1.000 EUR,
2013,27.416,1.000 EUR,
2014,29.411,1.000 EUR,
2015,29.996,1.000 EUR,
2016,31.433,1.000 EUR,
2017,32.028,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.999,1.000 EUR,
2001,20.972,1.000 EUR,
2002,21.298,1.000 EUR,
2003,21.271,1.000 EUR,
2004,21.2,1.000 EUR,
2005,21.805,1.000 EUR,
2006,22.306,1.000 EUR,
2007,23.752,1.000 EUR,
2008,24.779,1.000 EUR,
2009,26.195,1.000 EUR,
2010,26.705,1.000 EUR,
2011,27.934,1.000 EUR,
2012,29.925,1.000 EUR,
2013,30.151,1.000 EUR,
2014,30.989,1.000 EUR,
2015,32.085,1.000 EUR,
2016,33.598,1.000 EUR,
2017,34.617,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,22.443,1.000 EUR,
2001,23.826,1.000 EUR,
2002,24.734,1.000 EUR,
2003,25.71,1.000 EUR,
2004,27.081,1.000 EUR,
2005,27.39,1.000 EUR,
2006,29.381,1.000 EUR,
2007,28.501,1.000 EUR,
2008,28.948,1.000 EUR,
2009,28.354,1.000 EUR,
2010,30.684,1.000 EUR,
2011,32.881,1.000 EUR,
2012,31.177,1.000 EUR,
2013,31.338,1.000 EUR,
2014,32.094,1.000 EUR,
2015,33.765,1.000 EUR,
2016,33.968,1.000 EUR,
2017,35.16,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.64,1.000 EUR,
2001,21.846,1.000 EUR,
2002,20.936,1.000 EUR,
2003,20.681,1.000 EUR,
2004,21.244,1.000 EUR,
2005,21.685,1.000 EUR,
2006,22.808,1.000 EUR,
2007,23.581,1.000 EUR,
2008,23.935,1.000 EUR,
2009,24.336,1.000 EUR,
2010,26.067,1.000 EUR,
2011,27.98,1.000 EUR,
2012,27.981,1.000 EUR,
2013,28.922,1.000 EUR,
2014,30.003,1.000 EUR,
2015,31.119,1.000 EUR,
2016,31.987,1.000 EUR,
2017,33.472,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,35.178,1.000 EUR,
2001,37.052,1.000 EUR,
2002,38.404,1.000 EUR,
2003,38.952,1.000 EUR,
2004,39.126,1.000 EUR,
2005,41.569,1.000 EUR,
2006,43.058,1.000 EUR,
2007,43.092,1.000 EUR,
2008,43.529,1.000 EUR,
2009,42.234,1.000 EUR,
2010,47.909,1.000 EUR,
2011,50.172,1.000 EUR,
2012,50.93,1.000 EUR,
2013,52.675,1.000 EUR,
2014,52.726,1.000 EUR,
2015,54.894,1.000 EUR,
2016,56.411,1.000 EUR,
2017,59.624,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,58.469,1.000 EUR,
2001,50.226,1.000 EUR,
2002,53.754,1.000 EUR,
2003,56.772,1.000 EUR,
2004,60.166,1.000 EUR,
2005,57.011,1.000 EUR,
2006,60.615,1.000 EUR,
2007,64.35,1.000 EUR,
2008,70.955,1.000 EUR,
2009,73.335,1.000 EUR,
2010,73.713,1.000 EUR,
2011,79.33,1.000 EUR,
2012,83.158,1.000 EUR,
2013,81.131,1.000 EUR,
2014,84.328,1.000 EUR,
2015,90.81,1.000 EUR,
2016,92.002,1.000 EUR,
2017,93.365,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,27.685,1.000 EUR,
2001,28.017,1.000 EUR,
2002,29.828,1.000 EUR,
2003,29.403,1.000 EUR,
2004,29.564,1.000 EUR,
2005,29.138,1.000 EUR,
2006,30.411,1.000 EUR,
2007,30.961,1.000 EUR,
2008,29.874,1.000 EUR,
2009,29.416,1.000 EUR,
2010,28.621,1.000 EUR,
2011,29.722,1.000 EUR,
2012,30.142,1.000 EUR,
2013,30.451,1.000 EUR,
2014,31.929,1.000 EUR,
2015,33.174,1.000 EUR,
2016,33.852,1.000 EUR,
2017,36.037,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,40.005,1.000 EUR,
2001,40.358,1.000 EUR,
2002,41.873,1.000 EUR,
2003,40.221,1.000 EUR,
2004,43.742,1.000 EUR,
2005,42.318,1.000 EUR,
2006,43.583,1.000 EUR,
2007,45.62,1.000 EUR,
2008,46.583,1.000 EUR,
2009,45.202,1.000 EUR,
2010,46.856,1.000 EUR,
2011,48.829,1.000 EUR,
2012,50.058,1.000 EUR,
2013,50.867,1.000 EUR,
2014,52.355,1.000 EUR,
2015,53.723,1.000 EUR,
2016,56.552,1.000 EUR,
2017,59.273,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,28.074,1.000 EUR,
2001,30.188,1.000 EUR,
2002,30.967,1.000 EUR,
2003,31.343,1.000 EUR,
2004,30.233,1.000 EUR,
2005,30.832,1.000 EUR,
2006,31.777,1.000 EUR,
2007,33.122,1.000 EUR,
2008,30.322,1.000 EUR,
2009,29.302,1.000 EUR,
2010,31.268,1.000 EUR,
2011,30.782,1.000 EUR,
2012,31.827,1.000 EUR,
2013,32.138,1.000 EUR,
2014,32.945,1.000 EUR,
2015,34.038,1.000 EUR,
2016,34.255,1.000 EUR,
2017,36.512,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,18.625,1.000 EUR,
2001,19.538,1.000 EUR,
2002,19.682,1.000 EUR,
2003,19.728,1.000 EUR,
2004,20.124,1.000 EUR,
2005,20.365,1.000 EUR,
2006,21.006,1.000 EUR,
2007,21.173,1.000 EUR,
2008,22.667,1.000 EUR,
2009,23.003,1.000 EUR,
2010,24.88,1.000 EUR,
2011,26.189,1.000 EUR,
2012,26.723,1.000 EUR,
2013,27.704,1.000 EUR,
2014,28.45,1.000 EUR,
2015,28.37,1.000 EUR,
2016,29.662,1.000 EUR,
2017,30.554,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.257,1.000 EUR,
2001,20.091,1.000 EUR,
2002,21.869,1.000 EUR,
2003,22.287,1.000 EUR,
2004,22.503,1.000 EUR,
2005,23.958,1.000 EUR,
2006,24.538,1.000 EUR,
2007,26.23,1.000 EUR,
2008,24.939,1.000 EUR,
2009,24.215,1.000 EUR,
2010,26.934,1.000 EUR,
2011,28.09,1.000 EUR,
2012,29.313,1.000 EUR,
2013,30.345,1.000 EUR,
2014,31.902,1.000 EUR,
2015,33.603,1.000 EUR,
2016,35.655,1.000 EUR,
2017,35.225,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.692,1.000 EUR,
2001,15.731,1.000 EUR,
2002,15.396,1.000 EUR,
2003,15.302,1.000 EUR,
2004,15.612,1.000 EUR,
2005,16.144,1.000 EUR,
2006,16.594,1.000 EUR,
2007,17.281,1.000 EUR,
2008,19.064,1.000 EUR,
2009,18.208,1.000 EUR,
2010,19.155,1.000 EUR,
2011,20.137,1.000 EUR,
2012,20.558,1.000 EUR,
2013,20.637,1.000 EUR,
2014,21.779,1.000 EUR,
2015,22.313,1.000 EUR,
2016,22.454,1.000 EUR,
2017,23.046,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.351,1.000 EUR,
2001,20.787,1.000 EUR,
2002,20.317,1.000 EUR,
2003,20.953,1.000 EUR,
2004,20.614,1.000 EUR,
2005,21.705,1.000 EUR,
2006,22.598,1.000 EUR,
2007,23.767,1.000 EUR,
2008,25.208,1.000 EUR,
2009,24.121,1.000 EUR,
2010,25.538,1.000 EUR,
2011,27.328,1.000 EUR,
2012,27.946,1.000 EUR,
2013,28.56,1.000 EUR,
2014,29.647,1.000 EUR,
2015,30.649,1.000 EUR,
2016,31.216,1.000 EUR,
2017,31.85,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,18.357,1.000 EUR,
2001,18.38,1.000 EUR,
2002,18.595,1.000 EUR,
2003,17.919,1.000 EUR,
2004,18.368,1.000 EUR,
2005,18.394,1.000 EUR,
2006,18.97,1.000 EUR,
2007,20.123,1.000 EUR,
2008,21.049,1.000 EUR,
2009,20.74,1.000 EUR,
2010,21.425,1.000 EUR,
2011,23.075,1.000 EUR,
2012,23.798,1.000 EUR,
2013,24.663,1.000 EUR,
2014,25.867,1.000 EUR,
2015,26.461,1.000 EUR,
2016,27.468,1.000 EUR,
2017,29.307,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.145,1.000 EUR,
2001,17.439,1.000 EUR,
2002,18.185,1.000 EUR,
2003,17.801,1.000 EUR,
2004,18.601,1.000 EUR,
2005,18.729,1.000 EUR,
2006,19.119,1.000 EUR,
2007,20.121,1.000 EUR,
2008,20.9,1.000 EUR,
2009,20.923,1.000 EUR,
2010,22.477,1.000 EUR,
2011,23.895,1.000 EUR,
2012,24.888,1.000 EUR,
2013,25.661,1.000 EUR,
2014,25.681,1.000 EUR,
2015,26.405,1.000 EUR,
2016,28.074,1.000 EUR,
2017,28.897,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.857,1.000 EUR,
2001,20.334,1.000 EUR,
2002,21.382,1.000 EUR,
2003,21.694,1.000 EUR,
2004,21.954,1.000 EUR,
2005,21.464,1.000 EUR,
2006,21.733,1.000 EUR,
2007,22.587,1.000 EUR,
2008,23.477,1.000 EUR,
2009,23.097,1.000 EUR,
2010,24.511,1.000 EUR,
2011,26.544,1.000 EUR,
2012,26.468,1.000 EUR,
2013,27.641,1.000 EUR,
2014,29.012,1.000 EUR,
2015,29.415,1.000 EUR,
2016,30.135,1.000 EUR,
2017,31.279,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,43.995,1.000 EUR,
2001,48.611,1.000 EUR,
2002,47.534,1.000 EUR,
2003,49.525,1.000 EUR,
2004,50.567,1.000 EUR,
2005,55.822,1.000 EUR,
2006,63.914,1.000 EUR,
2007,64.756,1.000 EUR,
2008,61.019,1.000 EUR,
2009,58.931,1.000 EUR,
2010,62.852,1.000 EUR,
2011,70.003,1.000 EUR,
2012,71.204,1.000 EUR,
2013,69.382,1.000 EUR,
2014,68.204,1.000 EUR,
2015,70.817,1.000 EUR,
2016,77.298,1.000 EUR,
2017,69.928,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,57.291,1.000 EUR,
2001,60.179,1.000 EUR,
2002,65.507,1.000 EUR,
2003,63.302,1.000 EUR,
2004,69.051,1.000 EUR,
2005,75.338,1.000 EUR,
2006,74.798,1.000 EUR,
2007,78.873,1.000 EUR,
2008,78.62,1.000 EUR,
2009,68.001,1.000 EUR,
2010,81.531,1.000 EUR,
2011,89.875,1.000 EUR,
2012,91.293,1.000 EUR,
2013,91.351,1.000 EUR,
2014,94.833,1.000 EUR,
2015,94.785,1.000 EUR,
2016,99.535,1.000 EUR,
2017,105.609,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,43.353,1.000 EUR,
2001,43.448,1.000 EUR,
2002,42.976,1.000 EUR,
2003,43.002,1.000 EUR,
2004,43.461,1.000 EUR,
2005,44.089,1.000 EUR,
2006,43.878,1.000 EUR,
2007,44.854,1.000 EUR,
2008,46.801,1.000 EUR,
2009,47.141,1.000 EUR,
2010,49.223,1.000 EUR,
2011,51.581,1.000 EUR,
2012,53.91,1.000 EUR,
2013,56.288,1.000 EUR,
2014,58.269,1.000 EUR,
2015,59.565,1.000 EUR,
2016,60.023,1.000 EUR,
2017,62.229,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.871,1.000 EUR,
2001,24.676,1.000 EUR,
2002,26.079,1.000 EUR,
2003,25.733,1.000 EUR,
2004,24.918,1.000 EUR,
2005,24.975,1.000 EUR,
2006,25.582,1.000 EUR,
2007,28.031,1.000 EUR,
2008,28.667,1.000 EUR,
2009,27.147,1.000 EUR,
2010,26.981,1.000 EUR,
2011,29.681,1.000 EUR,
2012,28.692,1.000 EUR,
2013,29.261,1.000 EUR,
2014,29.573,1.000 EUR,
2015,29.483,1.000 EUR,
2016,30.924,1.000 EUR,
2017,33.109,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.13,1.000 EUR,
2001,20.443,1.000 EUR,
2002,20.586,1.000 EUR,
2003,20.694,1.000 EUR,
2004,20.57,1.000 EUR,
2005,20.743,1.000 EUR,
2006,21.196,1.000 EUR,
2007,22.21,1.000 EUR,
2008,22.896,1.000 EUR,
2009,22.587,1.000 EUR,
2010,23.556,1.000 EUR,
2011,25.063,1.000 EUR,
2012,25.968,1.000 EUR,
2013,27.474,1.000 EUR,
2014,28.721,1.000 EUR,
2015,30.914,1.000 EUR,
2016,31.99,1.000 EUR,
2017,32.811,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.852,1.000 EUR,
2001,22.076,1.000 EUR,
2002,22.739,1.000 EUR,
2003,23.213,1.000 EUR,
2004,24.178,1.000 EUR,
2005,24.191,1.000 EUR,
2006,24.345,1.000 EUR,
2007,25.54,1.000 EUR,
2008,26.358,1.000 EUR,
2009,26.605,1.000 EUR,
2010,27.294,1.000 EUR,
2011,29.195,1.000 EUR,
2012,31.271,1.000 EUR,
2013,31.552,1.000 EUR,
2014,34.056,1.000 EUR,
2015,35.115,1.000 EUR,
2016,37.041,1.000 EUR,
2017,39.004,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.87,1.000 EUR,
2001,21.611,1.000 EUR,
2002,20.908,1.000 EUR,
2003,20.128,1.000 EUR,
2004,21.125,1.000 EUR,
2005,21.173,1.000 EUR,
2006,22.517,1.000 EUR,
2007,23.056,1.000 EUR,
2008,22.802,1.000 EUR,
2009,22.474,1.000 EUR,
2010,23.548,1.000 EUR,
2011,25.116,1.000 EUR,
2012,26.02,1.000 EUR,
2013,27.372,1.000 EUR,
2014,27.973,1.000 EUR,
2015,28.727,1.000 EUR,
2016,30.331,1.000 EUR,
2017,31.449,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.353,1.000 EUR,
2001,20.475,1.000 EUR,
2002,21.15,1.000 EUR,
2003,21.57,1.000 EUR,
2004,22.153,1.000 EUR,
2005,22.613,1.000 EUR,
2006,24.142,1.000 EUR,
2007,24.71,1.000 EUR,
2008,26.091,1.000 EUR,
2009,25.46,1.000 EUR,
2010,27.205,1.000 EUR,
2011,30.156,1.000 EUR,
2012,28.577,1.000 EUR,
2013,29.482,1.000 EUR,
2014,29.92,1.000 EUR,
2015,31.688,1.000 EUR,
2016,33.758,1.000 EUR,
2017,37.176,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.238,1.000 EUR,
2001,22.101,1.000 EUR,
2002,21.477,1.000 EUR,
2003,23.034,1.000 EUR,
2004,22.941,1.000 EUR,
2005,23.943,1.000 EUR,
2006,24.65,1.000 EUR,
2007,25.724,1.000 EUR,
2008,25.029,1.000 EUR,
2009,23.987,1.000 EUR,
2010,26.271,1.000 EUR,
2011,28.502,1.000 EUR,
2012,29.009,1.000 EUR,
2013,29.48,1.000 EUR,
2014,30.986,1.000 EUR,
2015,31.266,1.000 EUR,
2016,33.414,1.000 EUR,
2017,34.833,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,22.996,1.000 EUR,
2001,25.116,1.000 EUR,
2002,24.759,1.000 EUR,
2003,23.65,1.000 EUR,
2004,23.98,1.000 EUR,
2005,24.706,1.000 EUR,
2006,25.195,1.000 EUR,
2007,27.149,1.000 EUR,
2008,27.562,1.000 EUR,
2009,25.522,1.000 EUR,
2010,29.739,1.000 EUR,
2011,30.947,1.000 EUR,
2012,31.161,1.000 EUR,
2013,31.254,1.000 EUR,
2014,32.818,1.000 EUR,
2015,32.64,1.000 EUR,
2016,34.712,1.000 EUR,
2017,36.264,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.378,1.000 EUR,
2001,15.196,1.000 EUR,
2002,15.662,1.000 EUR,
2003,14.737,1.000 EUR,
2004,15.246,1.000 EUR,
2005,15.718,1.000 EUR,
2006,16.532,1.000 EUR,
2007,17.376,1.000 EUR,
2008,19.249,1.000 EUR,
2009,19.279,1.000 EUR,
2010,19.267,1.000 EUR,
2011,20.658,1.000 EUR,
2012,20.693,1.000 EUR,
2013,22.128,1.000 EUR,
2014,22.754,1.000 EUR,
2015,21.198,1.000 EUR,
2016,20.811,1.000 EUR,
2017,21.909,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,16.61,1.000 EUR,
2001,17.917,1.000 EUR,
2002,18.789,1.000 EUR,
2003,19.246,1.000 EUR,
2004,19.687,1.000 EUR,
2005,20.321,1.000 EUR,
2006,20.987,1.000 EUR,
2007,22.519,1.000 EUR,
2008,22.294,1.000 EUR,
2009,20.68,1.000 EUR,
2010,21.467,1.000 EUR,
2011,22.461,1.000 EUR,
2012,23.379,1.000 EUR,
2013,23.719,1.000 EUR,
2014,24.847,1.000 EUR,
2015,26.495,1.000 EUR,
2016,27.676,1.000 EUR,
2017,28.681,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,37.569,1.000 EUR,
2001,39.39,1.000 EUR,
2002,39.712,1.000 EUR,
2003,38.686,1.000 EUR,
2004,39.917,1.000 EUR,
2005,39.772,1.000 EUR,
2006,41.289,1.000 EUR,
2007,42.703,1.000 EUR,
2008,42.783,1.000 EUR,
